
|  :dir | :prct | :len |               :low |              :high |             :close |  :dt-first |   :dt-last |
|   :up |  15.0 |    7 | 17.100000381469727 |  19.65999984741211 |  19.65999984741211 | 2009-02-02 | 2009-02-10 |
| :down |   4.6 |    3 | 18.799999237060547 |  19.65999984741211 | 18.799999237060547 | 2009-02-10 | 2009-02-11 |
|   :up |   2.4 |    3 | 18.799999237060547 | 19.260000228881836 | 19.260000228881836 | 2009-02-11 | 2009-02-13 |
| :down |  27.1 |   17 | 15.149999618530273 | 19.260000228881836 | 15.149999618530273 | 2009-02-13 | 2009-03-10 |
|   :up |  12.9 |    5 | 15.149999618530273 | 17.110000610351562 | 17.110000610351562 | 2009-03-10 | 2009-03-16 |
| :down |   5.3 |    4 |              16.25 | 17.110000610351562 |              16.25 | 2009-03-16 | 2009-03-17 |
|   :up |  15.9 |   10 |              16.25 | 18.829999923706055 | 18.829999923706055 | 2009-03-17 | 2009-03-30 |
| :down |   7.7 |    3 | 17.479999542236328 | 18.829999923706055 | 17.479999542236328 | 2009-03-30 | 2009-03-31 |
|   :up |  10.5 |    4 | 17.479999542236328 | 19.309999465942383 | 19.309999465942383 | 2009-03-31 | 2009-04-03 |
| :down |   3.0 |    5 |              18.75 | 19.309999465942383 |              18.75 | 2009-04-03 | 2009-04-08 |
|   :up |   4.9 |    6 |              18.75 | 19.670000076293945 | 19.670000076293945 | 2009-04-08 | 2009-04-14 |
| :down |   4.5 |    4 | 18.829999923706055 | 19.670000076293945 | 18.829999923706055 | 2009-04-14 | 2009-04-16 |
|   :up |   4.9 |    2 | 18.829999923706055 | 19.760000228881836 | 19.760000228881836 | 2009-04-16 | 2009-04-17 |
| :down |   6.2 |    3 | 18.610000610351562 | 19.760000228881836 | 18.610000610351562 | 2009-04-17 | 2009-04-21 |
|   :up |   1.9 |    2 | 18.610000610351562 | 18.969999313354492 | 18.969999313354492 | 2009-04-21 | 2009-04-22 |
| :down |   1.0 |    2 | 18.780000686645508 | 18.969999313354492 | 18.780000686645508 | 2009-04-22 | 2009-04-23 |
|   :up |  11.3 |    4 | 18.780000686645508 |  20.90999984741211 |  20.90999984741211 | 2009-04-23 | 2009-04-28 |
| :down |   4.9 |    3 |  19.93000030517578 |  20.90999984741211 |  19.93000030517578 | 2009-04-28 | 2009-04-29 |
|   :up |   1.7 |    5 |  19.93000030517578 | 20.260000228881836 | 20.260000228881836 | 2009-04-29 | 2009-05-05 |
| :down |   4.9 |    8 |  19.31999969482422 | 20.260000228881836 |  19.31999969482422 | 2009-05-05 | 2009-05-12 |
|   :up |   6.6 |   10 |  19.31999969482422 | 20.600000381469727 | 20.600000381469727 | 2009-05-12 | 2009-05-21 |
| :down |   4.3 |    5 |              19.75 | 20.600000381469727 |              19.75 | 2009-05-21 | 2009-05-26 |
|   :up |   3.0 |    2 |              19.75 |  20.34000015258789 |  20.34000015258789 | 2009-05-26 | 2009-05-27 |
| :down |   1.0 |    2 |   20.1299991607666 |  20.34000015258789 |   20.1299991607666 | 2009-05-27 | 2009-05-28 |
|   :up |  19.6 |   28 |   20.1299991607666 |  24.06999969482422 |  24.06999969482422 | 2009-05-28 | 2009-07-07 |
| :down |   7.5 |   15 | 22.389999389648438 |  24.06999969482422 | 22.389999389648438 | 2009-07-07 | 2009-07-13 |
|   :up |  14.2 |   10 | 22.389999389648438 | 25.559999465942383 | 25.559999465942383 | 2009-07-13 | 2009-07-24 |
| :down |  10.6 |   21 | 23.110000610351562 | 25.559999465942383 | 23.110000610351562 | 2009-07-24 | 2009-08-21 |
|   :up |   6.8 |   26 | 23.110000610351562 | 24.690000534057617 | 24.690000534057617 | 2009-08-21 | 2009-09-01 |
| :down |   3.5 |    5 | 23.860000610351562 | 24.690000534057617 | 23.860000610351562 | 2009-09-01 | 2009-09-03 |
