
| :symbol | :qty |           :px-open |   :dt-open |          :px-close |  :dt-close |                 :pl |
|   FMCDX |  100 | 41.560001373291016 | 2018-07-10 | 41.130001068115234 | 2018-07-11 | -43.000030517578125 |
|   FSDCX |  100 |  38.84000015258789 | 2018-07-12 |  38.27000045776367 | 2018-07-13 | -56.999969482421875 |
|   FBMPX |  100 |  80.08000183105469 | 2018-07-14 |  79.05000305175781 | 2018-07-20 |  -102.9998779296875 |
|   FSAIX |  100 |  78.55999755859375 | 2018-07-21 |  78.08999633789062 | 2018-07-24 |   -47.0001220703125 |
|   FBSOX |  100 | 62.029998779296875 | 2018-07-05 |  63.72999954223633 | 2018-07-27 |   170.0000762939453 |
|   FSRBX |  100 | 33.560001373291016 | 2018-07-25 |  33.43000030517578 | 2018-07-31 | -13.000106811523438 |
|   FSPCX |  100 |               68.5 | 2018-08-01 |  67.37999725341797 | 2018-08-13 | -112.00027465820312 |
|   FDFAX |  100 |  79.29000091552734 | 2018-06-26 |  80.69000244140625 | 2018-08-13 |  140.00015258789062 |
|   FSDCX |  100 |  38.45000076293945 | 2018-08-14 | 38.040000915527344 | 2018-08-15 |  -40.99998474121094 |
|   FWRLX |  100 | 10.430000305175781 | 2018-08-14 | 10.489999771118164 | 2018-09-06 |   5.999946594238281 |
|   FSRFX |  100 | 106.58999633789062 | 2018-09-07 | 105.44999694824219 | 2018-10-02 | -113.99993896484375 |
|   FNARX |  100 | 31.049999237060547 | 2018-10-03 | 29.549999237060547 | 2018-10-10 |              -150.0 |
|   FPHAX |  100 | 20.229999542236328 | 2018-07-28 |   20.6200008392334 | 2018-10-10 |   39.00012969970703 |
|   FSTCX |  100 | 59.349998474121094 | 2018-08-16 |  57.72999954223633 | 2018-10-11 | -161.99989318847656 |
|   FWRLX |  100 | 10.529999732971191 | 2018-10-17 | 10.399999618530273 | 2018-10-18 | -13.000011444091797 |
|   FSDCX |  100 |  38.20000076293945 | 2018-10-17 |  37.63999938964844 | 2018-10-19 |  -56.00013732910156 |
|   FBMPX |  100 |  78.80000305175781 | 2018-10-19 |  78.06999969482422 | 2018-10-23 |  -73.00033569335938 |
|   FSTCX |  100 |  59.86000061035156 | 2018-10-20 |  57.56999969482422 | 2018-10-24 | -229.00009155273438 |
|   FSAGX |  100 | 17.459999084472656 | 2018-10-15 | 16.530000686645508 | 2018-10-25 |  -92.99983978271484 |
|   FDFAX |  100 |   80.4000015258789 | 2018-10-24 |  79.11000061035156 | 2018-10-26 | -129.00009155273438 |
|   FSRFX |  100 |  96.98999786376953 | 2018-10-31 |  98.20999908447266 | 2018-11-12 |   122.0001220703125 |
|   FSAVX |  100 |   32.4900016784668 | 2018-10-30 |  32.88999938964844 | 2018-11-12 |   39.99977111816406 |
|   FSRBX |  100 |   30.6299991607666 | 2018-10-31 |   30.6299991607666 | 2018-11-14 |                 0.0 |
|   FPHAX |  100 | 20.719999313354492 | 2018-11-13 | 20.459999084472656 | 2018-11-14 | -26.000022888183594 |
|   FSAGX |  100 | 16.649999618530273 | 2018-11-19 | 16.559999465942383 | 2018-11-23 |  -9.000015258789062 |
|   FSTCX |  100 | 59.150001525878906 | 2018-11-27 |  57.88999938964844 | 2018-12-04 | -126.00021362304688 |
|   FSAIX |  100 |  78.12000274658203 | 2018-11-27 |  77.87000274658203 | 2018-12-04 |               -25.0 |
|   FSRFX |  100 |   99.7699966430664 | 2018-11-27 |  99.04000091552734 | 2018-12-04 |  -72.99957275390625 |
|   FSDCX |  100 |              37.25 | 2018-12-13 |   36.0099983215332 | 2018-12-14 | -124.00016784667969 |
|   FSUTX |  100 |   90.0999984741211 | 2018-12-05 |   85.0199966430664 | 2018-12-14 | -508.00018310546875 |
|   FSAGX |  100 |  17.18000030517578 | 2018-12-07 | 17.059999465942383 | 2018-12-14 | -12.000083923339844 |
|   FSDCX |  100 |   34.7400016784668 | 2018-12-31 |  33.36000061035156 | 2019-01-03 | -138.00010681152344 |
|   FPHAX |  100 | 19.260000228881836 | 2018-12-31 |  18.81999969482422 | 2019-01-03 |  -44.00005340576172 |
|   FSAGX |  100 | 17.760000228881836 | 2018-12-26 |   17.8799991607666 | 2019-01-14 |  11.999893188476562 |
|   FBMPX |  100 |  69.38999938964844 | 2019-01-04 | 62.119998931884766 | 2019-04-12 |  -727.0000457763672 |
|   FSDCX |  100 | 35.849998474121094 | 2019-01-15 | 39.709999084472656 | 2019-05-07 |  386.00006103515625 |
|   FNARX |  100 |   23.6200008392334 | 2019-01-04 | 25.489999771118164 | 2019-05-13 |  186.99989318847656 |
|   FWRLX |  100 |   9.65999984741211 | 2019-05-08 |  9.289999961853027 | 2019-05-23 |   -36.9999885559082 |
|   FMCDX |  100 | 34.439998626708984 | 2019-04-13 |              32.75 | 2019-05-28 | -168.99986267089844 |
|   FSLZX |  100 | 34.790000915527344 | 2019-05-24 | 34.540000915527344 | 2019-05-28 |               -25.0 |
|   FCYIX |  100 | 33.540000915527344 | 2019-05-29 | 33.220001220703125 | 2019-10-08 | -31.999969482421875 |
|   FSPCX |  100 | 60.209999084472656 | 2019-05-14 |  60.18000030517578 | 2020-02-27 |    -2.9998779296875 |
|   FBSOX |  100 |  68.52999877929688 | 2019-05-29 |   73.4800033569336 | 2020-02-27 |   495.0004577636719 |
|   FDFAX |  100 |  84.12999725341797 | 2019-10-09 |  81.66999816894531 | 2020-02-27 | -245.99990844726562 |
|   FDFAX |  100 |  85.68000030517578 | 2020-03-05 |               84.5 | 2020-03-06 | -118.00003051757812 |
|   FSAGX |  100 | 24.950000762939453 | 2020-03-05 | 23.059999465942383 | 2020-03-09 | -189.00012969970703 |
|   FSAGX |  100 | 21.729999542236328 | 2020-03-26 |  20.40999984741211 | 2020-03-27 | -131.99996948242188 |
|   FSDPX |  100 | 49.849998474121094 | 2020-03-27 |  48.59000015258789 | 2020-04-01 | -125.99983215332031 |
|   FWRLX |  100 |  9.649999618530273 | 2020-03-27 |  9.369999885559082 | 2020-04-01 |  -27.99997329711914 |
|   FDCPX |  100 |   70.0199966430664 | 2020-03-28 |  67.61000061035156 | 2020-04-01 | -240.99960327148438 |
|   FPHAX |  100 | 20.920000076293945 | 2020-04-02 | 22.969999313354492 | 2020-10-28 |   204.9999237060547 |
